id;ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
7226;5;2004;2015;2020;ESP27768;ESP53;Prc Echangeurs talus berges;0 à 10 cm;nigra;passages fréquents ou arrêts;Sambuccus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
7227;6;2004;2014;2015;ESP14282;ESP218;Ec Verderet R Gervasotti;130 à 140 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7228;2;2004;2015;2016;ESP1929;ESP960;Bd Esplan face n 02 à 44;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;Têtes de chat à entretenir;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;oui;Alignement;N/A;vigueur intermédiaire
7229;3;2004;2014;N/A;ESP27701;ESP307;Cité Abry R Gén Garibaldi;60 à 70 cm;abies;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Le lierre gêne l'observation du tronc - affaiblissement;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
7230;6;2004;2015;2018;ESP14714;ESP434;Al des Genêts align ec Frenes;10 à 20 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;N/A;de 11 à 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
7231;2;2004;2014;2015;ESP24829;ESP1327;Jard Plantes J à la française;120 à 130 cm;distychum;quelques passages;Taxodium;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Une tête étêtée;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7232;5;2004;2013;2017;ESP18124;ESP623;Quatre Tours Malherbe 17 park;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Arbre dominé;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;oui;N/A;N/A;vigueur intermédiaire
7233;1;2004;2013;2016;ESP10289;ESP1190;R A Terray Suède à AGrégoire;30 à 40 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7234;5;2008;2015;2017;ESP20809;ESP703;Cité Léon Jouhaux;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Corset métallique;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle tuteur, attache ou protection;non;N/A;N/A;vigoureux
7235;6;2004;2015;2020;ESP20550;ESP557;Pl Géants ext crêche Poucets;20 à 30 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
7236;1;2004;2015;2018;ESP23490;ESP1186;Trémie tram Sémard talus;30 à 40 cm;nigra;quelques passages;Pinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Controle;non;N/A;Austriaca;vigueur intermédiaire
7237;4;2004;2015;2017;ESP3843;ESP1238;Av J O nord 140 RIA Chapitre;60 à 70 cm;deodara;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7238;6;2004;2014;2015;ESP14534;ESP1165;Ec prim Reynoard Romantiques;0 à 10 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Chanticleer;vigoureux
7239;4;2004;2015;N/A;ESP6193;ESP710;R Alliés Milliat à A de Vigny;10 à 20 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Arbustif;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
7240;5;2004;2015;2016;ESP2240;ESP1005;R Ninon Vallin park;20 à 30 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur espèce;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
7241;2;2004;2015;N/A;ESP22522;ESP171;R St Ferjus Pont des Sablons;70 à 80 cm;minor;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre à enlever;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
7242;2;2004;2015;2017;ESP11506;ESP278;Cimetière du Grand Sablon;30 à 40 cm;decurens;passages fréquents et arrêts fréquents;Libocedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
7243;4;2004;2013;2014;ESP3509;ESP665;Av A Belgique Durand Rivet;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille rideau;oui;N/A;N/A;vigoureux
7244;1;2004;2013;2016;ESP31379;ESP797;R Ampère ang Raspail;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Problématique façade + dégâts chaussée + gabarit routier;ESP151;Arbre de voirie;N/A;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7245;3;2004;2015;2017;ESP19981;ESP840;Cité Mistral la prairie;10 à 20 cm;N/A;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Cépée à baliver;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
7246;6;2009;2015;2017;ESP8068;ESP771;Allée des Romantiques impair;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7247;3;2004;N/A;2015;ESP20217;ESP84;Hôtel Lesdiguières;60 à 70 cm;virginiacus;passages fréquents et arrêts fréquents;Chionanthus;N/A;N/A;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;Suspicion de cavité au collet;ESP174;Arbre d'espaces ouverts;Arbre vieillissant;Arbre vieillissant;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
7248;4;2004;2015;2017;ESP22385;ESP743;Bd Foch Tram Marceau G Rivet;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7249;6;2004;2013;2020;ESP3767;ESP538;Prc LaBruyère SUD mail central;40 à 50 cm;deodara;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Arbre dominé par les peupliers;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;N/A;vigoureux
7250;2;2004;2015;2017;ESP3982;ESP498;R St Jaime Servien Lorraine;20 à 30 cm;colurna;passages fréquents et arrêts fréquents;Corylus;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;Erreur essence;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vieillissement dépérissement
7251;4;2004;2014;2015;ESP31023;ESP878;Parc Soulage;40 à 50 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Traces de brulures;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
7252;2;2014;2014;2020;ESP31983;ESP572;Bd Gambetta Lesdigu Boissieux;10 à 20 cm;cordata;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
7253;5;2013;2013;2019;ESP33124;ESP33118;R Kaunas de Manteyer à J O;10 à 20 cm;campestris;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;Nouveau;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
7254;5;2004;2015;2017;ESP3422;ESP995;Prc Echangeurs Bastion St Roch;0 à 10 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7255;4;2004;2015;2017;ESP28404;ESP686;Cargo Ext NDame piste cyclable;20 à 30 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7256;6;2004;2015;2016;ESP21305;ESP1396;Pass du Verderet derr école;10 à 20 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7257;6;2004;2014;2014;ESP15595;ESP1412;Av Europe ang Aliende H Piazza;30 à 40 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7258;1;2004;2015;2017;ESP2999;ESP484;Parvis L Néel MINATEC Voirie;10 à 20 cm;paniculata;passages fréquents et arrêts fréquents;Koelreuteria;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigueur intermédiaire
7259;6;2004;2015;2017;ESP25828;ESP1166;Chem du tram;50 à 60 cm;robusta;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7260;1;2014;2014;2019;ESP33321;ESP33625;Av Martyrs Résistance Horowitz;10 à 20 cm;cerris;passages fréquents ou arrêts;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
7261;4;2004;2015;2016;ESP10211;ESP735;Sq Bajatière Chem de l'église;20 à 30 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Branche abîmée à alléger;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
7262;5;2004;2014;2017;ESP10878;ESP769;R P Claudel sous bois;100 à 110 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Contrainte d'éclairage, Contrainte piétonne.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
7263;6;2004;2014;2014;ESP24005;ESP438;La piste pel de l'aire de jeux;60 à 70 cm;tomentosa;passages fréquents et arrêts fréquents;Paulownia;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
7264;1;2005;2015;2018;ESP25767;ESP1287;Bd J Vallier voie tram pair;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7265;5;2004;2013;N/A;ESP7110;ESP722;R Jouhaux Teisseire à Repos;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7266;1;2004;2014;2014;ESP22038;ESP952;R Georges Bizet;20 à 30 cm;colurna;passages fréquents et arrêts fréquents;Corylus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Trop élancé : réduire légèrement;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
7267;4;2004;2014;2015;ESP22349;ESP29;Ec prim Clémenceau 05 R Lachat;20 à 30 cm;nivalis;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Eléagnifolia;vigoureux
7268;1;2004;2014;2014;ESP17425;ESP784;R J Rey Berriat à N Chorrier;20 à 30 cm;americana;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7269;4;2004;2014;2015;ESP24254;ESP240;Ec mat Daudet 16 R Lesage;40 à 50 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7270;3;2004;2013;2015;ESP26534;ESP1230;R Cdt Nal;40 à 50 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Alimentation hydrique insuffisante;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;oui;N/A;N/A;vigoureux
7271;4;2004;2015;2017;ESP31043;ESP735;Sq Bajatière Chem de l'église;30 à 40 cm;arizonica;passages fréquents ou arrêts;Cupressus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Déchausé, collet soulevé : à surveiller;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Glauca;vigoureux
7272;6;2004;2015;2020;ESP17355;ESP1406;Impasse des érables Est;40 à 50 cm;serrulata;quelques passages;Prunus;N/A;N/A;Arbre d'avenir normal;N/A;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigoureux
7273;2;2004;2015;N/A;ESP6828;ESP1300;Jard des Dauphins pelouses;40 à 50 cm;dioicus;passages fréquents ou arrêts;Gymnocladus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7274;5;2004;2015;N/A;ESP2236;ESP995;Prc Echangeurs Bastion St Roch;40 à 50 cm;pseudoacacia;passages fréquents ou arrêts;Robinia;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;lierre important;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7275;6;2004;2015;2020;ESP15575;ESP99;Sq du Pas de l'aiguille;0 à 10 cm;gunii;passages fréquents ou arrêts;Eucalyptus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7276;5;2004;2014;N/A;ESP2232;ESP648;Av Paul Cocat impair;20 à 30 cm;hippocastanum;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
7277;6;2004;2014;2014;ESP24498;ESP219;Av Europe EDF;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7278;6;2004;2015;2016;ESP7320;ESP1102;Gal Arlequin 70 cote parc;10 à 20 cm;verrucosa;passages fréquents ou arrêts;Betula;N/A;N/A;Arbre à abattre dans les 5 ans;N/A;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7279;5;2004;2013;2017;ESP23548;ESP97;Cité Teisseire Jard des buttes;20 à 30 cm;americana;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
7280;3;2004;2013;N/A;ESP21725;ESP661;Pc Ch Elysés Est du lac;70 à 80 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Moyenne;N/A;non;N/A;N/A;vigoureux
7281;4;2004;2014;2016;ESP26282;ESP681;Prc Pompidou alignt central;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Casse de branches d'origine climatique;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
7282;6;2010;2015;2017;ESP17293;ESP915;Allée des Romantiques pair;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7283;2;2004;2015;2016;ESP15010;ESP80;Ec mat Bizanet 51 ave Randon;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7284;5;2004;2015;N/A;ESP23041;ESP995;Prc Echangeurs Bastion St Roch;30 à 40 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7285;3;2004;2013;N/A;ESP8235;ESP872;Pc Ch Elysés Ouest;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7286;1;2004;2014;2014;ESP24879;ESP11;R Esclangon Sémard à Vercors;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7287;1;2004;2014;2014;ESP31225;ESP31186;R Ernest Hareux zone compost;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Doute sur la tenue racinaire (planté sur du remblais);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;Italica;vigueur intermédiaire
7288;3;2004;2013;N/A;ESP20651;ESP124;Stade Bachelard;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7289;1;2004;2014;2014;ESP31248;ESP31186;R Ernest Hareux zone compost;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;oui;N/A;Italica;vigoureux
7290;5;2004;2015;N/A;ESP13739;ESP995;Prc Echangeurs Bastion St Roch;60 à 70 cm;N/A;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7291;3;2004;2013;N/A;ESP19707;ESP898;Pc Ch Elysés pel petit train;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;Austriaca;vigoureux
7292;6;2004;2013;N/A;ESP29057;ESP446;R H Barbusse;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
7293;3;2004;2013;N/A;ESP14437;ESP897;Pc Ch Elysés Maison l'enfance;50 à 60 cm;abies;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
7294;2;2004;2015;2020;ESP14052;ESP278;Cimetière du Grand Sablon;30 à 40 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7295;5;2004;2014;2015;ESP5863;ESP932;Ec prim Malherbe 25av Malherbe;80 à 90 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
7296;4;2004;2014;N/A;ESP3587;ESP423;Av Grande Chartreuse impair;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
7297;3;2004;2013;2018;ESP10979;ESP1227;Crs Libération Reynier Vaujany;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Etêté;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
7298;2;2004;2015;2017;ESP11924;ESP278;Cimetière du Grand Sablon;30 à 40 cm;decurens;passages fréquents et arrêts fréquents;Libocedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
7299;2;2004;2014;2014;ESP28698;ESP364;Jard Plantes dans la rocaille;70 à 80 cm;abies;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Karst;vigueur intermédiaire
7300;1;2004;2014;2019;ESP9286;ESP494;Parc Vallier terrain de boules;20 à 30 cm;bombycis;passages fréquents et arrêts fréquents;Morus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre, Lampadaire;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;Fruitless;vigoureux
7301;3;2004;2014;2016;ESP6600;ESP1076;Pc Savane le long Rh Danube;40 à 50 cm;saccharinum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Dégager le collet.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de prolongement;non;N/A;Wierii;vigoureux
